"BusinessYear","StateCode","IssuerId","SourceName","VersionNum","ImportDate","IssuerId2","StateCode2","NetworkName","NetworkId","NetworkURL","RowNumber","MarketCoverage","DentalOnly"
"2015","IN","36373","HIOS","9","2014-12-11 04:09:12","36373","IN","Choice","INN002","http://xin.welcometouhc.com/find-a-doctor","13",,
"2015","IN","50816","HIOS","5","2014-10-05 17:13:14","50816","IN","PHP Premier","INN001","http://www.phpni.com/marketplace/premier2015","13",,
"2015","IN","50816","HIOS","5","2014-10-05 17:13:14","50816","IN","PHP Select","INN002","http://www.phpni.com/marketplace/select2015","14",,
"2015","IN","50816","HIOS","5","2014-10-05 17:13:14","50816","IN","PHP Select","INN003","http://www.phpni.com/marketplace/select2015","15",,
"2015","IN","51303","HIOS","5","2014-08-08 08:53:29","51303","IN","DenteMax Plus","INN001","http://www.alwayscarebenefits.com/comm/providers/INDentalProviderDirectory.pdf","13",,
"2015","IN","54192","HIOS","9","2014-11-15 04:52:41","54192","IN","CareSource Just4Me Indiananapolis Area","INN001","https://memberportal.caresource.com/App/IN/FindADoctor/Just4Me","13",,
"2015","IN","54192","HIOS","9","2014-11-15 04:52:41","54192","IN","CareSource Just4Me Southern","INN002","https://memberportal.caresource.com/App/IN/FindADoctor/Just4Me","14",,
"2015","IN","56340","HIOS","3","2014-09-04 03:25:43","56340","IN","Lincoln DentalConnect?","INN001","http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L","13",,
"2015","IN","57874","HIOS","2","2014-06-27 08:32:44","57874","IN","Renaissance Dental","INN001","www.renaissancedental.com/Find-a-Dentist","13",,
"2015","IN","57874","HIOS","2","2014-06-27 08:32:44","57874","IN","Delta Dental","INN002","http://www.deltadental.com/DentistSearch/DentistSearchController.ccl","14",,
"2015","IN","59560","HIOS","5","2014-08-27 03:27:11","59560","IN","DentalGuard Preferred","INN001","https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process","13",,
"2015","IN","62033","HIOS","7","2014-11-15 04:52:41","62033","IN","MDwise Marketplace","INN001","www.mdwise.org/marketplace/findadoctor","13",,
"2015","IN","62033","HIOS","7","2014-11-15 04:52:41","62033","IN","MDwise Marketplace","INN002","www.mdwise.org/marketplace/findadoctor","14",,
"2015","IN","67920","HIOS","10","2015-01-16 17:32:32","67920","IN","Landmark","INN001","http://mcnet.siho.org/mcnet/SIHOProviderSearch.asp?txtNet=SIHO&NodeId=LEVEL0_1","13",,
"2015","IN","67920","HIOS","10","2015-01-16 17:32:32","67920","IN","Landmark Combined","INN002","http://mcnet.siho.org/mcnet/SIHOProviderSearch.asp?txtNet=LANDMARK&NodeId=LEVEL0_1","14",,
"2015","IN","67920","HIOS","10","2015-01-16 17:32:32","67920","IN","SIHO Marketplace","INN003","http://www.siho.org/Marketplace/ProviderLookup/","15",,
"2015","IN","69051","HIOS","2","2014-08-03 08:59:32","69051","IN","EHB Basic Dental Plan (Low)","INN001","https://metlocator.metlife.com/metlocator/execute/Search?","13",,
"2015","IN","69051","HIOS","2","2014-08-03 08:59:32","69051","IN","EHB Enhanced Dental Plan (High)","INN002","https://metlocator.metlife.com/metlocator/execute/Search?","14",,
"2015","IN","69051","HIOS","2","2014-08-03 08:59:32","69051","IN","Family Basic Dental Plan (Low)","INN003","https://metlocator.metlife.com/metlocator/execute/Search?","15",,
"2015","IN","69051","HIOS","2","2014-08-03 08:59:32","69051","IN","Family Enhanced Dental Plan (High)","INN004","https://metlocator.metlife.com/metlocator/execute/Search?","16",,
"2015","IN","69572","HIOS","2","2014-08-03 08:59:32","69572","IN","Ameritas PPO Dental Network","INN001","www.standard.com","13",,
"2015","IN","72074","HIOS","4","2014-08-03 08:59:32","72074","IN","DenteMax, LLC","INN001","www.dentemax.com","13",,
"2015","IN","79503","HIOS","8","2015-01-16 17:32:32","79503","IN","PPO On-Exchange Network (IN)","INN001","hixfadin.dentalcareplus.com","13",,
"2015","IN","83557","HIOS","5","2014-09-03 04:28:59","83557","IN","DenteMax","INN001","http://www.bestlife.com/exchange/provider.html","13",,
"2015","IN","83557","HIOS","5","2014-09-03 04:28:59","83557","IN","CONNECTIONDental","INN002","http://www.bestlife.com/exchange/provider.html","14",,
"2015","IN","87417","HIOS","9","2015-01-16 17:32:32","87417","IN","DenteMax","INN001","www.truassure.com/dentist-search","13",,
"2015","IN","90613","HIOS","2","2014-08-05 13:28:44","90613","IN","Ameritas PPO Dental Network","INN001","www.reliancestandard.com","13",,
"2015","IN","91842","HIOS","4","2014-11-09 04:38:15","91842","IN","Network Savings 1","INN001","assuranthealth.com/networksavings1","13",,
"2015","IN","91842","HIOS","4","2014-11-09 04:38:15","91842","IN","Network Savings 8","INN002","assuranthealth.com/networksavings8","14",,
"2015","IN","91920","HIOS","7","2014-11-14 05:23:27","91920","IN","Dentegra Dental PPO","INN001","http://www.dentegra.com/find-a-dentist","13",,
"2015","IN","97677","HIOS","2","2014-08-05 13:28:44","97677","IN","Connection Dental","INN001","www.PPOUSA.com","13",,
"2015","IN","97975","HIOS","2","2014-08-03 08:59:32","97975","IN","Ameritas PPO Dental Network","INN001","www.ameritasgroup.com","13",,
"2015","LA","17940","HIOS","2","2014-08-05 13:28:44","17940","LA","Ameritas PPO Dental Network","LAN001","www.reliancestandard.com","13",,
"2015","LA","18575","HIOS","2","2014-08-08 08:53:29","18575","LA","ACB","LAN001","http://www.alwayscarebenefits.com/comm/providers/LADentalProviderDirectory.pdf","13",,
"2015","LA","18802","HIOS","7","2014-11-14 05:23:27","18802","LA","Delta Dental PPO","LAN001","http://www.deltadentalins.com/find-a-dentist/","13",,
"2015","AK","21989","HIOS","4","2014-08-08 08:53:29","21989","AK","Delta Dental PPO","AKN002","https://www.modahealth.com/ProviderSearch/faces/webpages/home.xhtml","13",,
"2015","AK","21989","HIOS","4","2014-08-08 08:53:29","21989","AK","Delta Dental Premier","AKN001","https://www.modahealth.com/ProviderSearch/faces/webpages/home.xhtml","14",,
"2015","AK","38344","HIOS","8","2014-10-02 12:25:15","38344","AK","HeritagePlus","AKN001","https://www.premera.com/ak/visitor/","13",,
"2015","AK","38344","HIOS","8","2014-10-02 12:25:15","38344","AK","Dental","AKN002","https://www.premera.com/ak/visitor/","14",,
"2015","AK","38536","HIOS","4","2014-09-04 03:25:43","38536","AK","Lincoln DentalConnect?","AKN001","http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L","13",,
"2015","AK","45858","HIOS","2","2014-08-07 10:00:19","45858","AK","Ameritas PPO Dental Network","AKN001","www.ameritasgroup.com","13",,
"2015","AK","47904","HIOS","2","2014-08-08 08:53:29","47904","AK","Renaissance Dental","AKN001","www.renaissancedental.com/Find-a-Dentist","13",,
"2015","AK","47904","HIOS","2","2014-08-08 08:53:29","47904","AK","Delta Dental","AKN002","http://www.deltadental.com/DentistSearch/DentistSearchController.ccl","14",,
"2015","AK","58670","HIOS","4","2014-09-04 03:25:43","58670","AK","indemnity","AKN001","indemnity","13",,
"2015","AK","73836","HIOS","15","2015-04-22 11:06:15","73836","AK","Endeavor Select","AKN001","https://www.modahealth.com/ProviderSearch/faces/webpages/home.xhtml","13",,
"2015","AK","73836","HIOS","15","2015-04-22 11:06:15","73836","AK","Endeavor Providence","AKN002","https://www.modahealth.com/ProviderSearch/faces/webpages/home.xhtml","14",,
"2015","AK","74819","HIOS","4","2014-09-03 04:28:59","74819","AK","CONNECTIONDental","AKN001","http://www.bestlife.com/exchange/provider.html","13",,
"2015","AK","74819","HIOS","4","2014-09-03 04:28:59","74819","AK","DenteMax","AKN002","http://www.bestlife.com/exchange/provider.html","14",,
"2015","AK","81761","HIOS","2","2014-08-07 10:00:19","81761","AK","Ameritas PPO Dental Network","AKN001","www.reliancestandard.com","13",,
"2015","AK","84394","HIOS","2","2014-08-08 08:53:29","84394","AK","Principal Plan Dental","AKN001","http://c3.go2dental.com/member/dental_search/provsel.cgi","13",,
"2015","AK","84859","HIOS","2","2014-08-07 10:00:19","84859","AK","Ameritas PPO Dental Network","AKN001","www.standard.com","13",,
"2015","AK","96211","HIOS","3","2014-09-03 04:28:59","96211","AK","Connection Dental and Stratose","AKN001","www.PPOUSA.com; http://providernow.coalitionamerica.com/","13",,
"2015","AL","12538","HIOS","5","2014-10-02 12:25:15","12538","AL","DenteMax","ALN001","http://www.bestlife.com/exchange/provider.html","13",,
"2015","AL","12538","HIOS","5","2014-10-02 12:25:15","12538","AL","CONNECTIONDental","ALN002","http://www.bestlife.com/exchange/provider.html","14",,
"2015","AL","17017","HIOS","3","2014-08-03 08:59:32","17017","AL","DenteMax, LLC","ALN001","www.dentemax.com","13",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","DentalGuard Preferred","ALN001","https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process","13",,
"2015","AL","18756","HIOS","2","2014-08-05 13:28:44","18756","AL","EHB Basic Dental Plan (Low)","ALN001","https://metlocator.metlife.com/metlocator/execute/Search?","13",,
"2015","AL","24682","HIOS","2","2014-08-07 10:00:19","24682","AL","Connection Dental and Stratose","ALN001","www.PPOUSA.com; http://providernow.coalitionamerica.com/","13",,
"2015","AL","28725","HIOS","2","2014-08-08 08:53:29","28725","AL","Renaissance Dental","ALN001","www.renaissancedental.com/Find-a-Dentist","13",,
"2015","AL","28725","HIOS","2","2014-08-08 08:53:29","28725","AL","Delta Dental","ALN002","http://www.deltadental.com/DentistSearch/DentistSearchController.ccl","14",,
"2015","AL","28732","HIOS","2","2014-08-05 13:28:44","28732","AL","Ameritas PPO Dental Network","ALN001","www.reliancestandard.com","13",,
"2015","AL","28899","HIOS","2","2014-08-03 08:59:32","28899","AL","Ameritas PPO Dental Network","ALN001","www.ameritasgroup.com","13",,
"2015","AL","39951","HIOS","3","2014-09-05 03:32:16","39951","AL","Assurant Dental Network","ALN001","http://assurant.go2dental.com/member/dental_search/srchinp.cgi?plan_number=45&plan_state=45_","13",,
"2015","AL","44580","HIOS","16","2015-01-16 17:32:32","44580","AL","Birmingham PPOx","ALN001","https://www.humana.com/finder/search?customerId=1059&pfpkey=808","13",,
"2015","AL","44580","HIOS","16","2015-01-16 17:32:32","44580","AL","Huntsville PPOx","ALN002","https://www.humana.com/finder/search?customerId=1059&pfpkey=809","14",,
"2015","AL","44580","HIOS","16","2015-01-16 17:32:32","44580","AL","HumanaDental PPO/Traditional Preferred","ALN003","https://www.humana.com/finder/search?customerID=1085&pfpkey=317","15",,
"2015","AL","46211","HIOS","3","2014-09-04 03:25:43","46211","AL","Lincoln DentalConnect?","ALN001","http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L","13",,
"2015","AL","46944","HIOS","7","2015-07-22 09:15:52","46944","AL","BCBSAL PPO","ALN001","https://www.bcbsal.org/webapps/providerfinderplus/Dispatch?application=org.bcbsal.providerfinderplus.ProviderFinderPlusApplication","13",,
"2015","AL","46944","HIOS","7","2015-07-22 09:15:52","46944","AL","BCBSAL Dental","ALN002","https://www.bcbsal.org/webapps/providerfinderplus/Dispatch?application=org.bcbsal.providerfinderplus.ProviderFinderPlusApplication","14",,
"2015","AL","68259","HIOS","8","2014-12-11 04:09:12","68259","AL","Compass","ALN006","http://xal.welcometouhc.com/find-a-doctor","13",,
"2015","AL","68707","HIOS","2","2014-08-03 08:59:32","68707","AL","Ameritas PPO Dental Network","ALN001","www.standard.com","13",,
"2015","AL","77233","HIOS","8","2014-11-14 05:23:27","77233","AL","Dentegra: Dentegra Dental PPO","ALN001","http://www.dentegra.com/find-a-dentist","13",,
"2015","AL","82285","HIOS","8","2014-11-14 05:23:27","82285","AL","Delta Dental PPO","ALN001","http://www.deltadentalins.com/find-a-dentist/","13",,
"2015","AL","82285","HIOS","8","2014-11-14 05:23:27","82285","AL","DeltaCare USA DHMO","ALN002","http://www.deltadentalins.com/find-a-dentist/","14",,
"2015","AZ","12303","HIOS","5","2014-09-03 04:28:59","12303","AZ","DSM USA Insurance Company","AZN001","www.dentaquest.com","13",,
"2015","AZ","13576","HIOS","3","2014-09-05 03:32:16","13576","AZ","Assurant Dental Network","AZN001","http://assurant.go2dental.com/member/dental_search/srchinp.cgi?plan_number=45&plan_state=45_","13",,
"2015","AZ","17100","HIOS","4","2014-08-28 04:23:13","17100","AZ","EHB Basic Dental Plan (Low)","AZN001","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_AZ&planType=DPPO&networkID=2","13",,
"2015","AZ","17100","HIOS","4","2014-08-28 04:23:13","17100","AZ","EHB Enhanced Dental Plan (High)","AZN002","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_AZ&planType=DPPO&networkID=2","14",,
"2015","AZ","17100","HIOS","4","2014-08-28 04:23:13","17100","AZ","Family Basic Dental Plan (Low)","AZN003","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_AZ&planType=DPPO&networkID=2","15",,
"2015","AZ","17100","HIOS","4","2014-08-28 04:23:13","17100","AZ","Family Enhanced Dental Plan (High)","AZN004","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_AZ&planType=DPPO&networkID=2","16",,
"2015","AZ","17454","HIOS","4","2014-08-27 03:27:11","17454","AZ","DentalGuard Preferred","AZN001","https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process","13",,
"2015","AZ","18156","HIOS","3","2014-09-04 03:25:43","18156","AZ","Lincoln DentalConnect?","AZN001","http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L","13",,
"2015","AZ","20128","HIOS","5","2014-09-03 04:28:59","20128","AZ","Total Dental Administrators","AZN001","tdadental.com","13",,
"2015","AZ","21463","HIOS","2","2014-08-08 08:53:29","21463","AZ","Principal Plan Dental","AZN001","http://c3.go2dental.com/member/dental_search/provsel.cgi","13",,
"2015","AZ","23307","HIOS","7","2014-09-29 21:43:29","23307","AZ","Phoenix HMOx","AZN001","https://www.humana.com/finder/search?customerId=1059&pfpkey=762","13",,
"2015","AZ","23307","HIOS","7","2014-09-29 21:43:29","23307","AZ","Tucson HMOx","AZN002","https://www.humana.com/finder/search?customerId=1059&pfpkey=801","14",,
"2015","AZ","24106","HIOS","12","2015-01-16 17:32:32","24106","AZ","DenteMax","AZN001","www.truassure.com/dentist-search","13",,
"2015","AZ","30045","HIOS","5","2015-01-21 09:35:36","30045","AZ","Delta Dental PPO plus Premier","AZN001","http://www.deltadental.com/DentistSearch/DentistSearchController.ccl?ViewProduct=B01","13",,
"2015","AZ","30884","HIOS","4","2014-09-04 03:25:43","30884","AZ","Platinum (Maximum Care/Connection Dental)","AZN001","http://www.dentalselect.com/find-a-provider/find-a-provider-results/","13",,
"2015","AZ","31957","HIOS","4","2014-09-05 03:32:16","31957","AZ","United of Omaha Network","AZN001","www.mutualofomaha.com/dental","13",,
"2015","AZ","33851","HIOS","4","2014-09-05 03:32:16","33851","AZ","Premier Access Dental","AZN001","www.premierlife.com/providersearch","13",,
"2015","AZ","51485","HIOS","6","2015-04-22 11:06:15","51485","AZ","AZ PPO","AZN001","https://www.healthnet.com/portal/providerSearch.do","13",,
"2015","AZ","52147","HIOS","2","2014-08-07 10:00:19","52147","AZ","Ameritas PPO Dental Network","AZN001","www.standard.com","13",,
"2015","AZ","53901","HIOS","4","2014-09-04 03:25:43","53901","AZ","Statewide PPO","AZN001","https://www.azblue.com/PPO","13",,
"2015","AZ","53901","HIOS","4","2014-09-04 03:25:43","53901","AZ","Alliance","AZN002","https://www.azblue.com/Alliance","14",,
"2015","AZ","53901","HIOS","4","2014-09-04 03:25:43","53901","AZ","Select","AZN003","https://www.azblue.com/Select","15",,
"2015","AZ","53901","HIOS","4","2014-09-04 03:25:43","53901","AZ","Secure","AZN004","https://www.azblue.com/Secure","16",,
"2015","AZ","58292","HIOS","10","2014-11-14 05:23:27","58292","AZ","Dentegra Dental PPO","AZN001","http://www.dentegra.com/find-a-dentist","13",,
"2015","AZ","59748","HIOS","3","2014-09-03 04:28:59","59748","AZ","Connection Dental and Stratose","AZN001","www.PPOUSA.com; http://providernow.coalitionamerica.com/","13",,
"2015","AZ","60761","HIOS","13","2015-01-21 09:35:36","60761","AZ","Meritus Complete HMO","AZN001","https://meritus.benefitalign.com/Meritus/Provider/ProviderSearchDetails?plan=MHMO","13",,
"2015","AZ","60761","HIOS","13","2015-01-21 09:35:36","60761","AZ","Meritus Neighborhood Network MIHS","AZN002","https://meritus.benefitalign.com/Meritus/Provider/ProviderSearchDetails?plan=MNMH","14",,
"2015","AZ","60761","HIOS","13","2015-01-21 09:35:36","60761","AZ","Meritus Community Network Banner","AZN003","https://meritus.benefitalign.com/Meritus/Provider/ProviderSearchDetails?plan=MNBA","15",,
"2015","AZ","60761","HIOS","13","2015-01-21 09:35:36","60761","AZ","Meritus Community Network Abrazo","AZN004","https://meritus.benefitalign.com/Meritus/Provider/ProviderSearchDetails?plan=MNAB","16",,
"2015","AZ","60761","HIOS","13","2015-01-21 09:35:36","60761","AZ","Meritus Community Network Pima","AZN005","https://meritus.benefitalign.com/Meritus/Provider/ProviderSearchDetails?plan=MNCA","17",,
"2015","AZ","60761","HIOS","13","2015-01-21 09:35:36","60761","AZ","Meritus Community Network Mohave","AZN006","https://meritus.benefitalign.com/Meritus/Provider/ProviderSearchDetails?plan=MNMO","18",,
"2015","AZ","65441","HIOS","4","2014-11-11 04:41:18","65441","AZ","Phoenix Choice Individual HMO Network","AZN001","https://www.phxchoice.com/ProviderDirectory","13",,
"2015","AZ","66105","HIOS","13","2015-01-16 17:32:32","66105","AZ","HumanaDental PPO/Traditional Preferred","AZN001","https://www.humana.com/finder/search?customerID=1085&pfpkey=317","13",,
"2015","AZ","66915","HIOS","2","2014-08-07 10:00:19","66915","AZ","Ameritas PPO Dental Network","AZN001","www.reliancestandard.com","13",,
"2015","AZ","70239","HIOS","7","2015-06-19 13:25:37","70239","AZ","Health Choice Essential","AZN001","healthchoiceessential.com/members/FindProvider.aspx","13",,
"2015","AZ","70239","HIOS","7","2015-06-19 13:25:37","70239","AZ","Health Choice Value","AZN002","healthchoiceessential.com/members/FindProvider.aspx","14",,
"2015","AZ","77352","HIOS","4","2014-09-03 04:28:59","77352","AZ","CONNECTIONDental","AZN001","http://www.bestlife.com/exchange/provider.html","13",,
"2015","AZ","77352","HIOS","4","2014-09-03 04:28:59","77352","AZ","DenteMax","AZN002","http://www.bestlife.com/exchange/provider.html","14",,
"2015","AZ","79500","HIOS","4","2014-09-06 03:39:47","79500","AZ","Careington Maximum Care Network","AZN001","www.careington.com/co/maxcare","13",,
"2015","AZ","80863","HIOS","8","2014-11-13 10:25:37","80863","AZ","Network Savings 1","AZN001","assuranthealth.com/networksavings1","13",,
"2015","AZ","80863","HIOS","8","2014-11-13 10:25:37","80863","AZ","Network Savings 3","AZN002","assuranthealth.com/networksavings3","14",,
"2015","AZ","83130","HIOS","2","2014-08-08 08:53:29","83130","AZ","Renaissance Dental","AZN001","www.renaissancedental.com/Find-a-Dentist","13",,
"2015","AZ","83130","HIOS","2","2014-08-08 08:53:29","83130","AZ","Delta Dental","AZN002","http://www.deltadental.com/DentistSearch/DentistSearchController.ccl","14",,
"2015","AZ","84251","HIOS","8","2014-11-11 04:41:18","84251","AZ","OAMC_AZ_Banner Health","AZN001","http://www.aetna.com/dse/PublicExchange?site_id=QualifiedHealthPlanDoctors","13",,
"2015","AZ","86830","HIOS","9","2014-09-06 03:39:47","86830","AZ","Arizona LocalPlus Network","AZN001","http://www.cigna.com/ifp-providers","13",,
"2015","AZ","86830","HIOS","9","2014-09-06 03:39:47","86830","AZ","Arizona Dental Network","AZN002","http://www.cigna.com/ifp-providers","14",,
"2015","AZ","88925","HIOS","5","2015-01-23 09:32:01","88925","AZ","UHM Primary","AZN001","http://www.uamarketplace.com/Admin/ContentDocuments/Canyon_Provider%20Directory_Nov2014_EffJan2015.pdf","13",,
"2015","AZ","90264","HIOS","2","2014-08-07 10:00:19","90264","AZ","Ameritas PPO Dental Network","AZN001","www.ameritasgroup.com","13",,
"2015","AZ","91450","HIOS","7","2015-04-22 11:06:15","91450","AZ","AZ HMO CommunityCare Network","AZN001","https://www.healthnet.com/portal/providerSearch.do","13",,
"2015","AZ","91450","HIOS","7","2015-04-22 11:06:15","91450","AZ","AZ HMO","AZN002","https://www.healthnet.com/portal/providerSearch.do","14",,
"2015","AZ","91450","HIOS","7","2015-04-22 11:06:15","91450","AZ","AZ HMO ExcelCare Network","AZN003","https://www.healthnet.com/portal/providerSearch.do","15",,
"2015","AZ","91450","HIOS","7","2015-04-22 11:06:15","91450","AZ","AZ HMO CommunityCare IFP Network","AZN004","https://www.healthnet.com/portal/providerSearch.do","16",,
"2015","AZ","92045","HIOS","8","2015-01-21 09:35:36","92045","AZ","Arizona Foundation for Medical Care","AZN001","https://meritus.benefitalign.com/Meritus/Provider/ProviderSearchDetails?plan=MPPO","13",,
"2015","AZ","98971","HIOS","7","2014-12-10 11:54:40","98971","AZ","Choice","AZN002","http://shopaz.welcometouhc.com/find-a-doctor","13",,
"2015","AZ","98971","HIOS","7","2014-12-10 11:54:40","98971","AZ","Compass","AZN006","http://xaz.welcometouhc.com/find-a-doctor","14",,
"2015","AZ","99180","HIOS","2","2014-09-05 03:32:16","99180","AZ","Advantage Plus","AZN001","https://www.unitedconcordia.com/find-a-dentist/","13",,
"2015","FL","12438","HIOS","3","2014-09-05 03:32:16","12438","FL","Assurant Dental Network","FLN001","http://assurant.go2dental.com/member/dental_search/srchinp.cgi?plan_number=45&plan_state=45_","13",,
"2015","FL","15833","HIOS","10","2015-01-16 17:32:32","15833","FL","DentalGuard Preferred","FLN001","https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process","13",,
"2015","FL","15833","HIOS","10","2015-01-16 17:32:32","15833","FL","Managed DentalGuard","FLN002","https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process","14",,
"2015","FL","15980","HIOS","11","2015-01-16 17:32:32","15980","FL","HumanaDental PPO/Traditional Preferred","FLN001","https://www.humana.com/finder/search?customerID=1085&pfpkey=317","13",,
"2015","FL","16842","HIOS","6","2015-05-20 14:11:45","16842","FL","NetworkBlue","FLN001","https://providersearch.floridablue.com/providersearch/pub/marketplace.htm","13",,
"2015","FL","16842","HIOS","6","2015-05-20 14:11:45","16842","FL","BlueSelect","FLN002","https://providersearch.floridablue.com/providersearch/pub/marketplace.htm","14",,
"2015","FL","18628","HIOS","6","2014-09-06 03:39:47","18628","FL","HMO_Florida_Savings Plus_On Exchange","FLN001","http://www.aetna.com/dse/PublicExchange?site_id=QualifiedHealthPlanDoctors","13",,
"2015","FL","18628","HIOS","6","2014-09-06 03:39:47","18628","FL","OA HMO_Florida_Costco_Off Exchange","FLN002","http://www.aetna.com/docfind/custom/costcoprogram/","14",,
"2015","FL","18628","HIOS","6","2014-09-06 03:39:47","18628","FL","HMO_Florida_Savings Plus_Off Exchange","FLN003","http://www.aetna.com/dse/PublicExchange?site_id=QualifiedHealthPlanDoctors","15",,
"2015","FL","27357","HIOS","7","2015-02-13 08:19:48","27357","FL","Select Network","FLN001","http://www.myHFHP.org/MP_directory_2015","13",,
"2015","FL","27357","HIOS","7","2015-02-13 08:19:48","27357","FL","Enhanced Network","FLN002","http://www.myFHCA.org/FHMP_directory_2015","14",,
