"BusinessYear","StateCode","IssuerId","SourceName","VersionNum","ImportDate","IssuerId2","StateCode2","NetworkName","NetworkId","NetworkURL","RowNumber","MarketCoverage","DentalOnlyPlan"
"2016","AZ","13576","HIOS","2","2015-07-09 13:17:42","13576","AZ","Assurant Dental Network","AZN001","http://assurant.go2dental.com/member/dental_search/srchinp.cgi?plan_number=45&plan_state=45_","13",,
"2016","AZ","17100","HIOS","4","2015-08-21 03:45:06","17100","AZ","PDP PLUS","AZN001","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_AZ&planType=DPPO&networkID=2","13",,
"2016","AZ","17454","HIOS","1","2015-04-29 10:59:03","17454","AZ","DentalGuard Preferred","AZN001","https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process","13",,
"2016","AZ","18156","HIOS","3","2015-08-21 03:45:06","18156","AZ","Lincoln DentalConnect?","AZN001","http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L""","13",,
"2016","AZ","20128","HIOS","2","2015-07-02 02:19:22","20128","AZ","Combined Dental Network","AZN001","www.TDAdental.com; www.stratose.com/find-a-provider","13",,
"2016","AZ","21463","HIOS","2","2015-07-10 02:19:03","21463","AZ","Principal Plan Dental","AZN001","http://c3.go2dental.com/member/dental_search/provsel.cgi","13",,
"2016","AZ","23307","HIOS","9","2015-08-26 09:56:12","23307","AZ","Phoenix HMOx","AZN001","https://www.humana.com/finder/search?customerId=1059&pfpkey=762","13",,
"2016","AZ","23307","HIOS","9","2015-08-26 09:56:12","23307","AZ","Tucson HMOx","AZN002","https://www.humana.com/finder/search?customerId=1059&pfpkey=801","14",,
"2016","AZ","24106","HIOS","5","2015-10-20 04:38:50","24106","AZ","DenteMax","AZN001","https://www.truassure.com/find-a-provider","13",,
"2016","AZ","30045","HIOS","4","2015-08-25 05:06:23","30045","AZ","PPO plus Premier","AZN001","https://www.deltadentalaz.com","13",,
"2016","AZ","31957","HIOS","3","2015-07-11 04:19:24","31957","AZ","United of Omaha Network","AZN001","www.mutualofomaha.com/dental","13",,
"2016","AZ","33851","HIOS","2","2015-08-19 14:41:20","33851","AZ","Premier Access Dental","AZN001","https://www.premierlife.com/providersearch","13",,
"2016","AZ","51485","HIOS","6","2015-10-20 04:38:50","51485","AZ","AZ PPO","AZN001","https://www.healthnet.com/doctorsearch/azmarketplace","13",,
"2016","AZ","52147","HIOS","3","2015-08-27 11:14:25","52147","AZ","Ameritas PPO Dental Network","AZN001","www.standard.com","13",,
"2016","AZ","53613","HIOS","3","2015-08-22 15:09:32","53613","AZ","Premier","AZN001","https://www.emihealth.com/emi/members/provider-search.aspx","13",,
"2016","AZ","53613","HIOS","3","2015-08-22 15:09:32","53613","AZ","Advantage","AZN002","https://www.emihealth.com/emi/members/provider-search.aspx","14",,
"2016","AZ","53901","HIOS","5","2015-10-18 12:35:12","53901","AZ","Statewide HMO","AZN001","https://www.azblue.com/HMO","13",,
"2016","AZ","53901","HIOS","5","2015-10-18 12:35:12","53901","AZ","Alliance","AZN002","https://www.azblue.com/Alliance","14",,
"2016","AZ","53901","HIOS","5","2015-10-18 12:35:12","53901","AZ","Select","AZN003","https://www.azblue.com/Select","15",,
"2016","AZ","53901","HIOS","5","2015-10-18 12:35:12","53901","AZ","Secure","AZN004","https://www.azblue.com/Secure","16",,
"2016","AZ","53901","HIOS","5","2015-10-18 12:35:12","53901","AZ","Statewide PPO","AZN005","https://www.azblue.com/PPO","17",,
"2016","AZ","58292","HIOS","8","2015-09-02 08:31:46","58292","AZ","Dentegra Dental PPO","AZN001","https://www.dentegra.com/find-a-dentist","13",,
"2016","AZ","59748","HIOS","2","2015-07-11 04:19:24","59748","AZ","Connection Dental and Stratose","AZN001","https://www.kclgroupbenefits.com/services/providers.aspx","13",,
"2016","AZ","65441","HIOS","4","2015-08-23 12:37:12","65441","AZ","PHX Choice - HMO Ind - Wide","AZN001","https://www.phxchoice.com/ProviderDirectory","13",,
"2016","AZ","65441","HIOS","4","2015-08-23 12:37:12","65441","AZ","PHX Choice Plus - HMO Ind - Wide","AZN002","https://www.phxchoice.com/ProviderDirectory","14",,
"2016","AZ","65441","HIOS","4","2015-08-23 12:37:12","65441","AZ","PHX Choice - HMO Ind - Abrazo+PCH","AZN003","https://www.phxchoice.com/ProviderDirectory","15",,
"2016","AZ","65441","HIOS","4","2015-08-23 12:37:12","65441","AZ","PHX Choice Plus - HMO Ind - Abrazo+PCH","AZN004","https://www.phxchoice.com/ProviderDirectory","16",,
"2016","AZ","65441","HIOS","4","2015-08-23 12:37:12","65441","AZ","PHX Choice - HMO Ind - Abrazo","AZN005","https://www.phxchoice.com/ProviderDirectory","17",,
"2016","AZ","65441","HIOS","4","2015-08-23 12:37:12","65441","AZ","PHX Choice Plus - HMO Ind - Abrazo","AZN006","https://www.phxchoice.com/ProviderDirectory","18",,
"2016","AZ","66105","HIOS","6","2015-08-20 09:36:54","66105","AZ","HumanaDental PPO/Traditional Preferred","AZN001","https://www.humana.com/finder/search?customerId=1085&pfpkey=317","13",,
"2016","AZ","66915","HIOS","3","2015-08-27 11:14:25","66915","AZ","Ameritas PPO Dental Network","AZN001","www.reliancestandard.com","13",,
"2016","AZ","70239","HIOS","7","2015-11-18 07:25:09","70239","AZ","Health Choice Essential","AZN001","healthchoiceessential.com/members/FindProvider.aspx","13",,
"2016","AZ","70239","HIOS","7","2015-11-18 07:25:09","70239","AZ","Health Choice Value","AZN002","healthchoiceessential.com/members/FindProvider.aspx","14",,
"2016","AZ","77352","HIOS","3","2015-08-27 11:14:25","77352","AZ","BEST Life Nationwide","AZN001","https://www.bestlife.com/exchange/provider.html","13",,
"2016","AZ","78611","HIOS","7","2015-08-26 09:56:12","78611","AZ","HMO_AZ_Banner","AZN001","https://www.aetna.com/individuals-families/cb/maricopa-co/provider-search/banner.html","13",,
"2016","AZ","79500","HIOS","5","2015-07-09 13:17:42","79500","AZ","Careington Maximum Care Network","AZN001","www.careington.com/co/maxcare","13",,
"2016","AZ","83130","HIOS","3","2015-07-11 04:19:24","83130","AZ","Renaissance Dental","AZN001","www.renaissancedental.com/Find-a-Dentist","13",,
"2016","AZ","83130","HIOS","3","2015-07-11 04:19:24","83130","AZ","Delta Dental","AZN002","http://www.deltadental.com/DentistSearch/DentistSearchController.ccl","14",,
"2016","AZ","86830","HIOS","4","2015-08-20 09:36:54","86830","AZ","Arizona Dental Network","AZN001","http://www.cigna.com/ifp-providers","13",,
"2016","AZ","90264","HIOS","3","2015-08-27 11:14:25","90264","AZ","Ameritas PPO Dental Network","AZN001","www.ameritas.com","13",,
"2016","AZ","91450","HIOS","10","2015-11-17 13:45:28","91450","AZ","AZ HMO CommunityCare SBG/SHOP Network","AZN001","https://www.healthnet.com/doctorsearch/azmarketplace","13",,
"2016","AZ","91450","HIOS","10","2015-11-17 13:45:28","91450","AZ","AZ HMO Statewide","AZN002","https://www.healthnet.com/doctorsearch/azmarketplace","14",,
"2016","AZ","91450","HIOS","10","2015-11-17 13:45:28","91450","AZ","AZ HMO CommunityCare IFP/FFM Network","AZN004","https://www.healthnet.com/doctorsearch/azmarketplace","15",,
"2016","AZ","97667","HIOS","4","2015-08-19 14:41:20","97667","AZ","Arizona HMO-IFP Network","AZN001","http://www.cigna.com/ifp-providers","13",,
"2016","AZ","98971","HIOS","10","2015-11-18 07:25:09","98971","AZ","AZ SHOP Choice Plus","AZN001","http://www.uhc.com/find-a-physician/shopazchoiceplus","13",,
"2016","AZ","98971","HIOS","10","2015-11-18 07:25:09","98971","AZ","AZ IEX Compass","AZN002","http://www.uhc.com/find-a-physician/xazcompass","14",,
"2016","AZ","99180","HIOS","3","2015-08-22 15:09:32","99180","AZ","Advantage Plus","AZN001","https://www.unitedconcordia.com/find-a-dentist/?network=1","13",,
"2016","AZ","99180","HIOS","3","2015-08-22 15:09:32","99180","AZ","Alliance","AZN002","https://www.unitedconcordia.com/find-a-dentist/?network=2","14",,
"2016","AZ","99180","HIOS","3","2015-08-22 15:09:32","99180","AZ","Advantage Plus 2.0","AZN003","https://www.unitedconcordia.com/find-a-dentist/?network=30","15",,
"2016","FL","12438","HIOS","2","2015-07-09 13:17:42","12438","FL","Assurant Dental Network","FLN001","http://assurant.go2dental.com/member/dental_search/srchinp.cgi?plan_number=45&plan_state=45_","13",,
"2016","FL","15833","HIOS","4","2015-08-18 03:25:03","15833","FL","DentalGuard Preferred","FLN001","https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process","13",,
"2016","FL","15833","HIOS","4","2015-08-18 03:25:03","15833","FL","Managed DentalGuard","FLN002","https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process","14",,
"2016","FL","15833","HIOS","4","2015-08-18 03:25:03","15833","FL","DentalGuard Preferred - Individual","FLN003","https://dentalexchange.guardianlife.com/providersearch","15",,
"2016","FL","15833","HIOS","4","2015-08-18 03:25:03","15833","FL","Managed DentalGuard - Individual","FLN004","https://dentalexchange.guardianlife.com/providersearch","16",,
"2016","FL","15980","HIOS","5","2015-08-20 09:36:54","15980","FL","HumanaDental PPO/Traditional Preferred","FLN001","https://www.humana.com/finder/search?customerId=1085&pfpkey=317","13",,
"2016","FL","16842","HIOS","9","2015-09-02 08:31:46","16842","FL","NetworkBlue","FLN001","https://providersearch.floridablue.com/providersearch/pub/marketplace.htm","13",,
"2016","FL","16842","HIOS","9","2015-09-02 08:31:46","16842","FL","BlueSelect","FLN002","https://providersearch.floridablue.com/providersearch/pub/marketplace.htm","14",,
"2016","FL","18628","HIOS","10","2015-10-18 12:35:12","18628","FL","HMO_Florida_Savings Plus_On Exchange","FLN001","http://www.aetna.com/dse/PublicExchange?site_id=QualifiedHealthPlanDoctors","13",,
"2016","FL","18628","HIOS","10","2015-10-18 12:35:12","18628","FL","OA HMO_Florida_Costco_Off Exchange","FLN002","http://www.aetna.com/docfind/custom/costcoprogram/","14",,
"2016","FL","18628","HIOS","10","2015-10-18 12:35:12","18628","FL","HMO_Florida_Savings Plus_Off Exchange","FLN003","http://www.aetna.com/dse/PublicExchange?site_id=QualifiedHealthPlanDoctors","15",,
"2016","FL","18628","HIOS","10","2015-10-18 12:35:12","18628","FL","OA HMO_Florida_Coventry One_Off Exchange","FLN004","http://www.providerlookuponline.com/coventry/po7/gateway.aspx?plancode=228&clientprodcode=122802","16",,
"2016","FL","21663","HIOS","6","2015-10-19 10:47:49","21663","FL","Ambetter from Sunshine Health","FLN001","http://ambetter.sunshinehealth.com/findadoc","13",,
"2016","FL","27357","HIOS","4","2015-10-20 04:38:50","27357","FL","HFHP Individual","FLN001","http://www.myHFHP.org/MP_directory_2016","13",,
"2016","FL","27357","HIOS","4","2015-10-20 04:38:50","27357","FL","FHCA Individual","FLN002","http://www.myFHCA.org/FHMP_directory_2016","14",,
"2016","FL","27357","HIOS","4","2015-10-20 04:38:50","27357","FL","HFHP Small Group","FLN003","http://www.myHFHP.org/MP_directory_2016","15",,
"2016","FL","27357","HIOS","4","2015-10-20 04:38:50","27357","FL","FHCA Small Group","FLN004","http://www.myFHCA.org/FHMP_directory_2016","16",,
"2016","FL","30115","HIOS","5","2015-08-21 03:45:06","30115","FL","BlueDental Choice PPO","FLN001","http://www.floridabluedental.com/Find-A-Dentist-National.aspx","13",,
"2016","FL","30115","HIOS","5","2015-08-21 03:45:06","30115","FL","BlueDental Copayment PPO","FLN002","http://www.floridabluedental.com/Find-A-Dentist-National.aspx","14",,
"2016","FL","30219","HIOS","3","2015-08-21 03:45:06","30219","FL","Dental HMO/Managed Care","FLN001","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2","13",,
"2016","FL","30252","HIOS","8","2015-09-02 08:31:46","30252","FL","BlueCare","FLN001","https://providersearch.floridablue.com/providersearch/pub/marketplace.htm","13",,
"2016","FL","30252","HIOS","8","2015-09-02 08:31:46","30252","FL","MyBlue","FLN002","https://providersearch.floridablue.com/providersearch/pub/marketplace.htm","14",,
"2016","FL","35783","HIOS","10","2015-08-22 15:09:32","35783","FL","HMO Premier","FLN001","https://www.humana.com/finder/search?customerId=1059&pfpkey=347","13",,
"2016","FL","35783","HIOS","10","2015-08-22 15:09:32","35783","FL","HMO Select","FLN002","https://www.humana.com/finder/search?customerId=1059&pfpkey=346","14",,
"2016","FL","35783","HIOS","10","2015-08-22 15:09:32","35783","FL","Tampa Bay HUMx (HMOx)","FLN003","https://www.humana.com/finder/search?customerId=1059&pfpkey=799","15",,
"2016","FL","35783","HIOS","10","2015-08-22 15:09:32","35783","FL","South Florida HUMx (HMOx)","FLN004","https://www.humana.com/finder/search?customerId=1059&pfpkey=798","16",,
"2016","FL","35783","HIOS","10","2015-08-22 15:09:32","35783","FL","Volusia HUMx (HMOx)","FLN005","https://www.humana.com/finder/search?customerId=1059&pfpkey=930","17",,
"2016","FL","35783","HIOS","10","2015-08-22 15:09:32","35783","FL","National POS - OpenAccess","FLN006","https://www.humana.com/finder/search?customerId=1059&pfpkey=319","18",,
"2016","FL","38897","HIOS","3","2015-10-20 04:38:50","38897","FL","DenteMax","FLN001","https://www.truassure.com/find-a-provider","13",,
"2016","FL","43274","HIOS","3","2015-08-21 03:45:06","43274","FL","EssentialSmile PPO","FLN001","http://www.solsticecare.com/provider-search.aspx?a=20XHGS0L15","13",,
"2016","FL","43274","HIOS","3","2015-08-21 03:45:06","43274","FL","EssentialSmile EPO","FLN002","http://www.solsticecare.com/provider-search.aspx?a=20XHGS0L15","14",,
"2016","FL","48121","HIOS","8","2015-07-22 02:19:34","48121","FL","Florida LocalPlus Network","FLN001","http://www.cigna.com/ifp-providers","13",,
"2016","FL","48121","HIOS","8","2015-07-22 02:19:34","48121","FL","Florida Dental Network","FLN002","http://www.cigna.com/ifp-providers","14",,
"2016","FL","48129","HIOS","2","2015-05-08 02:15:08","48129","FL","Renaissance Dental","FLN001","http://www.renaissancedental.com/Find-a-Dentist","13",,
"2016","FL","48129","HIOS","2","2015-05-08 02:15:08","48129","FL","Delta Dental","FLN002","http://www.deltadental.com/DentistSearch/DentistSearchController.ccl","14",,
"2016","FL","49193","HIOS","6","2015-08-25 05:06:23","49193","FL","Advantage Plus","FLN001","https://www.unitedconcordia.com/find-a-dentist/?network=1","13",,
"2016","FL","49193","HIOS","6","2015-08-25 05:06:23","49193","FL","Alliance","FLN002","https://www.unitedconcordia.com/find-a-dentist/?network=2","14",,
"2016","FL","49193","HIOS","6","2015-08-25 05:06:23","49193","FL","Advantage Plus 2.0","FLN003","https://www.unitedconcordia.com/find-a-dentist/?network=30","15",,
"2016","FL","54172","HIOS","5","2015-11-16 04:35:20","54172","FL","Molina Marketplace","FLN001","https://eportal.molinahealthcare.com/Provider/ProviderSearch?RedirectFrom=MolinaStaticWeb&State=fl&Coverage=MMP","13",,
"2016","FL","56503","HIOS","7","2015-10-20 04:38:50","56503","FL","FHCP HMO Network","FLN001","http://www.fhcp.com/find-providers/physician","13",,
"2016","FL","57451","HIOS","10","2015-10-18 12:35:12","57451","FL","HMO_FL_Carelink_On/Off Exchange","FLN001","http://www.providerlookuponline.com/coventry/po7/gateway.aspx?plancode=228&clientprodcode=122801","13",,
"2016","FL","57451","HIOS","10","2015-10-18 12:35:12","57451","FL","HMO_FL_Coventry One_Off Exchange","FLN002","http://www.providerlookuponline.com/coventry/po7/gateway.aspx?plancode=228&clientprodcode=122802","14",,
"2016","FL","59667","HIOS","5","2015-07-16 02:22:15","59667","FL","DentaQuest of Florida, Inc","FLN001","https://govservices.dentaquest.com/Router.jsp?component=Main&source=Logon&action=ProviderDirectory2&state=FL&locale=en","13",,
"2016","FL","65476","HIOS","1","2015-05-01 02:23:41","65476","FL","Ameritas PPO Dental Network","FLN001","www.ameritas.com","13",,
"2016","FL","68398","HIOS","6","2015-10-18 12:35:12","68398","FL","FL IEX Compass","FLN001","http://www.uhc.com/find-a-physician/xflcompass","13",,
"2016","FL","68398","HIOS","6","2015-10-18 12:35:12","68398","FL","FL SHOP Navigate","FLN002","http://www.uhc.com/find-a-physician/shopflnavigate","14",,
"2016","FL","71675","HIOS","2","2015-07-10 02:19:03","71675","FL","Principal Plan Dental","FLN001","http://c3.go2dental.com/member/dental_search/provsel.cgi","13",,
"2016","FL","75196","HIOS","1","2015-05-01 02:23:41","75196","FL","Ameritas PPO Dental Network","FLN001","www.standard.com","13",,
"2016","FL","77150","HIOS","3","2015-08-27 11:14:25","77150","FL","HFI Small Group","FLN001","http://www.myHFHP.org/MP_directory_2016","13",,
"2016","FL","84141","HIOS","1","2015-05-01 02:23:41","84141","FL","Ameritas PPO Dental Network","FLN001","www.reliancestandard.com","13",,
"2016","FL","85019","HIOS","3","2015-07-11 04:19:24","85019","FL","Florida Exchange CAP","FLN001","http://www.libertydentalplan.com/Florida/Florida-Dentist-Search.aspx","13",,
"2016","FL","85543","HIOS","3","2015-07-10 02:19:03","85543","FL","Lincoln DentalConnect?","FLN001","http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L""","13",,
"2016","FL","93299","HIOS","8","2015-10-21 05:00:18","93299","FL","FL Exchange Network","FLN001","http://www.healthplex.com/our_dentists/options?groupnumber=EXCHANGE-FL","13",,
"2016","FL","97725","HIOS","9","2015-09-02 08:31:46","97725","FL","Delta Dental PPO","FLN001","https://www.deltadentalins.com/find-a-dentist","13",,
"2016","FL","97725","HIOS","9","2015-09-02 08:31:46","97725","FL","DeltaCare DHMO","FLN002","https://www.deltadentalins.com/find-a-dentist","14",,
"2016","FL","98534","HIOS","3","2015-08-21 03:45:06","98534","FL","PDP PLUS","FLN001","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2","13",,
"2016","FL","99787","HIOS","8","2015-09-02 08:31:46","99787","FL","Dentegra Dental PPO","FLN001","https://www.dentegra.com/find-a-dentist","13",,
"2016","GA","17382","HIOS","3","2015-08-18 03:25:03","17382","GA","Combined Dental Network","GAN001","www.dentemax.com; www.stratose.com/find-a-provider","13",,
"2016","GA","19419","HIOS","2","2015-07-10 02:19:03","19419","GA","Connection Dental and Stratose","GAN001","https://www.kclgroupbenefits.com/services/providers.aspx","13",,
"2016","GA","22500","HIOS","6","2015-10-18 12:35:12","22500","GA","DenteMax","GAN001","https://www.truassure.com/find-a-provider","13",,
"2016","GA","28167","HIOS","11","2015-10-21 05:00:18","28167","GA","Dentegra Dental PPO","GAN001","https://www.dentegra.com/find-a-dentist","13",,
"2016","GA","31291","HIOS","2","2015-07-07 02:38:10","31291","GA","DenteMax Plus","GAN001","http://www.alwayscarebenefits.com/comm/providers/GADentalProviderDirectory.pdf","13",,
"2016","GA","37001","HIOS","5","2015-08-20 09:36:54","37001","GA","HumanaDental PPO/Traditional Preferred","GAN002","https://www.humana.com/finder/search?customerId=1085&pfpkey=317","13",,
"2016","GA","43802","HIOS","8","2015-11-18 07:25:09","43802","GA","GA IEX Compass","GAN001","http://www.uhc.com/find-a-physician/xgacompass","13",,
"2016","GA","48132","HIOS","2","2015-07-09 13:17:42","48132","GA","Assurant Dental Network","GAN001","http://assurant.go2dental.com/member/dental_search/srchinp.cgi?plan_number=45&plan_state=45_","13",,
"2016","GA","49046","HIOS","16","2015-08-25 05:06:23","49046","GA","Pathway X and Dental Prime","GAN001","https://www.bcbsga.com/health-insurance/provider-directory/searchcriteria?alphaprefix=JRA","13",,
"2016","GA","49046","HIOS","16","2015-08-25 05:06:23","49046","GA","Pathway X Enhanced and Dental Prime","GAN002","https://www.bcbsga.com/health-insurance/provider-directory/searchcriteria?alphaprefix=JRB","14",,
"2016","GA","50491","HIOS","8","2015-10-18 12:35:12","50491","GA","Georgia LocalPlus Network","GAN001","http://www.cigna.com/ifp-providers","13",,
"2016","GA","50491","HIOS","8","2015-10-18 12:35:12","50491","GA","Georgia Dental Network","GAN002","http://www.cigna.com/ifp-providers","14",,
"2016","GA","50662","HIOS","2","2015-07-10 02:19:03","50662","GA","Lincoln DentalConnect?","GAN001","http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L""","13",,
"2016","GA","50988","HIOS","3","2015-08-25 05:06:23","50988","GA","Advantage Plus","GAN001","https://www.unitedconcordia.com/find-a-dentist/?network=1","13",,
"2016","GA","50988","HIOS","3","2015-08-25 05:06:23","50988","GA","Alliance","GAN002","https://www.unitedconcordia.com/find-a-dentist/?network=2","14",,
"2016","GA","50988","HIOS","3","2015-08-25 05:06:23","50988","GA","Advantage Plus 2.0","GAN003","https://www.unitedconcordia.com/find-a-dentist/?network=30","15",,
"2016","GA","55612","HIOS","5","2015-08-21 03:45:06","55612","GA","PDP PLUS","GAN001","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_GA&planType=DPPO&networkID=2","13",,
"2016","GA","63411","HIOS","6","2015-08-22 15:09:32","63411","GA","Dental Prime","GAN001","http://www.geoaccess.com/awp/Dental/PO/begin.asp?Gateway=False&st=DV&Company=BCBSGA&netcode=DVP","13",,
"2016","GA","63940","HIOS","4","2015-08-19 14:41:20","63940","GA","DentalGuard Preferred","GAN001","https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process","13",,
