"BusinessYear","StateCode","IssuerId","SourceName","VersionNum","ImportDate","IssuerId2","StateCode2","ServiceAreaId","ServiceAreaName","CoverEntireState","County","PartialCounty","ZipCodes","PartialCountyJustification","RowNumber","MarketCoverage","DentalOnly"
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42041","No",,,"31",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42043","No",,,"32",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42045","No",,,"33",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42047","No",,,"34",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42049","No",,,"35",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42051","No",,,"36",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42055","No",,,"37",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42057","No",,,"38",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42059","No",,,"39",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42061","No",,,"40",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42063","No",,,"41",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42065","No",,,"42",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42067","No",,,"43",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42069","No",,,"44",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42071","No",,,"45",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42073","No",,,"46",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42075","No",,,"47",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42077","No",,,"48",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42079","No",,,"49",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42081","No",,,"50",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42083","No",,,"51",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42085","No",,,"52",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42087","No",,,"53",,
"2015","PA","72299","HIOS","9","2015-01-16 17:32:32","72299","PA","PAS001","Pennsylvania","No","42089","No",,,"54",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42039","No",,,"42",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42049","No",,,"43",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42083","No",,,"44",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42085","No",,,"45",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42123","No",,,"46",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42003","No",,,"47",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42005","No",,,"48",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42007","No",,,"49",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42019","No",,,"50",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42051","No",,,"51",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42059","No",,,"52",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42063","No",,,"53",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42073","No",,,"54",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42125","No",,,"55",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42129","No",,,"56",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42009","No",,,"57",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42013","No",,,"58",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42021","No",,,"59",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42033","No",,,"60",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42061","No",,,"61",,
"2015","PA","33709","HIOS","14","2015-06-19 13:25:37","33709","PA","PAS003","Zone C - West","No","42065","No",,,"62",,
"2015","AK","21989","HIOS","4","2014-08-08 08:53:29","21989","AK","AKS001","Alaska","Yes",,,,,"13",,
"2015","AK","21989","HIOS","4","2014-08-08 08:53:29","21989","AK","AKS002","Anchorage","No","02020","No",,,"14",,
"2015","AK","38344","HIOS","8","2014-10-02 12:25:15","38344","AK","AKS001","Alaska Service Area","Yes",,,,,"13",,
"2015","AK","38344","HIOS","8","2014-10-02 12:25:15","38344","AK","AKS002","Alaska Dental Service Area","Yes",,,,,"14",,
"2015","AK","38536","HIOS","4","2014-09-04 03:25:43","38536","AK","AKS001","Alaska Service Area","Yes",,,,,"13",,
"2015","AK","45858","HIOS","2","2014-08-07 10:00:19","45858","AK","AKS001","Alaska","Yes",,,,,"13",,
"2015","AK","47904","HIOS","2","2014-08-08 08:53:29","47904","AK","AKS001","Alaska","Yes",,,,,"13",,
"2015","AK","58670","HIOS","4","2014-09-04 03:25:43","58670","AK","AKS001","Service Area 1","Yes",,,,,"13",,
"2015","AK","73836","HIOS","15","2015-04-22 11:06:15","73836","AK","AKS001","Alaska","Yes",,,,,"13",,
"2015","AK","74819","HIOS","4","2014-09-03 04:28:59","74819","AK","AKS001","Service Area 1","Yes",,,,,"13",,
"2015","AK","81761","HIOS","2","2014-08-07 10:00:19","81761","AK","AKS001","Alaska","Yes",,,,,"13",,
"2015","AK","84394","HIOS","2","2014-08-08 08:53:29","84394","AK","AKS001","Alaska","Yes",,,,,"13",,
"2015","AK","84859","HIOS","2","2014-08-07 10:00:19","84859","AK","AKS001","Alaska","Yes",,,,,"13",,
"2015","AK","96211","HIOS","3","2014-09-03 04:28:59","96211","AK","AKS001","Service Area One","Yes",,,,,"13",,
"2015","AL","12538","HIOS","5","2014-10-02 12:25:15","12538","AL","ALS001","Service Area 1","Yes",,,,,"13",,
"2015","AL","17017","HIOS","3","2014-08-03 08:59:32","17017","AL","ALS001","Service Area 1","Yes",,,,,"13",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01001","No",,,"13",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01003","No",,,"14",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01005","No",,,"15",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01007","No",,,"16",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01009","No",,,"17",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01011","No",,,"18",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01013","No",,,"19",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01015","No",,,"20",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01017","No",,,"21",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01019","No",,,"22",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01021","No",,,"23",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01027","No",,,"24",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01029","No",,,"25",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01031","No",,,"26",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01033","No",,,"27",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01035","No",,,"28",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01037","No",,,"29",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01039","No",,,"30",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01041","No",,,"31",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01043","No",,,"32",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01045","No",,,"33",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01047","No",,,"34",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01049","No",,,"35",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01051","No",,,"36",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01055","No",,,"37",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01057","No",,,"38",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01059","No",,,"39",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01061","No",,,"40",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01063","No",,,"41",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01065","No",,,"42",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01067","No",,,"43",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01071","No",,,"44",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01073","No",,,"45",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01075","No",,,"46",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01077","No",,,"47",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01079","No",,,"48",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01081","No",,,"49",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01083","No",,,"50",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01085","No",,,"51",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01087","No",,,"52",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01089","No",,,"53",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01093","No",,,"54",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01095","No",,,"55",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01097","No",,,"56",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01099","No",,,"57",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01101","No",,,"58",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01103","No",,,"59",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01105","No",,,"60",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01107","No",,,"61",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01109","No",,,"62",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01111","No",,,"63",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01113","No",,,"64",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01117","No",,,"65",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01115","No",,,"66",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01121","No",,,"67",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01123","No",,,"68",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01125","No",,,"69",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01127","No",,,"70",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01129","No",,,"71",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01131","No",,,"72",,
"2015","AL","17540","HIOS","4","2014-08-27 03:27:11","17540","AL","ALS001","DentalGuard Preferred PPO- AL","No","01133","No",,,"73",,
"2015","AL","18756","HIOS","2","2014-08-05 13:28:44","18756","AL","ALS001","MetLife Preferred Dental Program","Yes",,,,,"13",,
"2015","AL","24682","HIOS","2","2014-08-07 10:00:19","24682","AL","ALS001","Service Area One","Yes",,,,,"13",,
"2015","AL","28725","HIOS","2","2014-08-08 08:53:29","28725","AL","ALS001","Alabama","Yes",,,,,"13",,
"2015","AL","28732","HIOS","2","2014-08-05 13:28:44","28732","AL","ALS001","Alabama","Yes",,,,,"13",,
"2015","AL","28899","HIOS","2","2014-08-03 08:59:32","28899","AL","ALS001","Alabama","Yes",,,,,"13",,
"2015","AL","39951","HIOS","3","2014-09-05 03:32:16","39951","AL","ALS001","AD AL","Yes",,,,,"13",,
"2015","AL","44580","HIOS","16","2015-01-16 17:32:32","44580","AL","ALS001","Birmingham","No","01073","No",,,"13",,
"2015","AL","44580","HIOS","16","2015-01-16 17:32:32","44580","AL","ALS001","Birmingham","No","01117","No",,,"14",,
"2015","AL","44580","HIOS","16","2015-01-16 17:32:32","44580","AL","ALS002","Huntsville","No","01089","No",,,"15",,
"2015","AL","44580","HIOS","16","2015-01-16 17:32:32","44580","AL","ALS003","Dental","Yes",,,,,"16",,
"2015","AL","46211","HIOS","3","2014-09-04 03:25:43","46211","AL","ALS001","Alabama Service Area","Yes",,,,,"13",,
"2015","AL","46944","HIOS","7","2015-07-22 09:15:52","46944","AL","ALS001","State","Yes",,,,,"13",,
"2015","AL","46944","HIOS","7","2015-07-22 09:15:52","46944","AL","ALS002","State Dental","Yes",,,,,"14",,
"2015","AL","68259","HIOS","8","2014-12-11 04:09:12","68259","AL","ALS001","AL-IEX","Yes",,,,,"13",,
"2015","AL","68707","HIOS","2","2014-08-03 08:59:32","68707","AL","ALS001","Alabama","Yes",,,,,"13",,
"2015","AL","77233","HIOS","8","2014-11-14 05:23:27","77233","AL","ALS001","PPO","Yes",,,,,"13",,
"2015","AL","82285","HIOS","8","2014-11-14 05:23:27","82285","AL","ALS001","PPO","Yes",,,,,"13",,
"2015","AZ","12303","HIOS","5","2014-09-03 04:28:59","12303","AZ","AZS001","Statewide","Yes",,,,,"13",,
"2015","AZ","13576","HIOS","3","2014-09-05 03:32:16","13576","AZ","AZS001","AD AZ","Yes",,,,,"13",,
"2015","AZ","17100","HIOS","4","2014-08-28 04:23:13","17100","AZ","AZS001","MetLife Preferred Dental Program","Yes",,,,,"13",,
"2015","AZ","17454","HIOS","4","2014-08-27 03:27:11","17454","AZ","AZS001","DentalGuard Preferred PPO- AZ","No","04007","No",,,"13",,
"2015","AZ","17454","HIOS","4","2014-08-27 03:27:11","17454","AZ","AZS001","DentalGuard Preferred PPO- AZ","No","04013","No",,,"14",,
"2015","AZ","17454","HIOS","4","2014-08-27 03:27:11","17454","AZ","AZS001","DentalGuard Preferred PPO- AZ","No","04015","No",,,"15",,
"2015","AZ","17454","HIOS","4","2014-08-27 03:27:11","17454","AZ","AZS001","DentalGuard Preferred PPO- AZ","No","04019","No",,,"16",,
"2015","AZ","17454","HIOS","4","2014-08-27 03:27:11","17454","AZ","AZS001","DentalGuard Preferred PPO- AZ","No","04021","No",,,"17",,
"2015","AZ","17454","HIOS","4","2014-08-27 03:27:11","17454","AZ","AZS001","DentalGuard Preferred PPO- AZ","No","04023","No",,,"18",,
"2015","AZ","17454","HIOS","4","2014-08-27 03:27:11","17454","AZ","AZS001","DentalGuard Preferred PPO- AZ","No","04025","No",,,"19",,
